id,text,y
598,佳节也 胜景也 四方之名流也 三者合 非偶然也,1
599,南冥者 天池也,1
600,入内侍从三十多年 这种爵位还不足以和他的德行相称,0
601,人在年少 神情未定 所与款狎 熏渍陶染,1
602,自宁之东也 度 康,1
603,臣欲奉诏奔驰 则刘病日笃,1
604,两儿齐哭,1
605,然郑亡 子亦有不利焉 许之,1
606,醉翁之意不在酒 在乎山水之间也,1
607,告慰死者犒劳生者 边疆得以安宁,0
608,郑覃 郑州荥泽人 是前宰相郑珣瑜的儿子,0
609,讲求造语的锤炼精切和声律的妥帖和顺,0
610,举秀才 嘉兴令 有能名,1
611,一定要实现自己的主张,0
612,夫人又曰 此别岂有复相遇之日乎,1
613,衡量一下两种对策 宁可答应它,0
614,不谓玄成如此学也,1
615,孔子云 何陋之有,1
616,不远万里去朝夕侍奉父亲,0
617,君呼之入 曰 父老良苦 曷为来哉 顿首曰,1
618,你简直太愚蠢了,0
619,某郎好酒 故汝常贫,1
620,而且年纪又最大 所以自号 醉翁,0
621,用成一家之言 各冠以时 定为先后,1
622,哪管他的生年比我早还是比我晚呢,0
623,西晋继承魏 因袭旧制不加改变,0
624,他日归洞庭 幸勿相避,1
625,谪戍之众 非抗于九国之师也,1
626,但也还不能体会她话中的悲凉啊,0
627,与吾居十二年者 今其室十无四五焉,1
628,着火啦 丈夫起来大声呼叫 妇人也起来大声呼叫,0
629,而必得谷 又用大杖击无罪者,1
630,校短量长 惟器是适者 宰相之方也,1
631,故於人伦为重者也 不可不笃,1
632,欲一陈于公,1
633,淑性茂质 为九姻所重,1
634,高柳夹堤 土膏微润 一望空阔 若脱笼之鹄,1
635,其中景物有像楼一样的,0
636,渔人出来以后 找到了他的船,0
637,但是 无论如何,0
638,显于汉 周之际 历事太祖 太宗 文武忠孝,1
639,下可包括沈佺期 宋之问 古朴近于苏武 李陵,0
640,极不忘 候得数十篇乃并往耳,1
641,易经 显示了天地 阴阳 四时 五行的相互关系,0
642,在这种情况下 邹忌上朝拜见齐威王 说,0
643,焉用亡郑以陪邻 邻之厚 君之薄也,1
644,生平游屐 斯为最厄阻碍矣,1
645,而秦朝实行郡县制 统治的时间却很短,0
646,告诉太祖 不久范晔东窗事发 被杀,0
647,以你这样的态度承担君王的官职,0
648,余所谓述故事 整齐其世传 非所谓作也,1
649,我们都要被他俘虏了,0
650,受命以来 夙夜忧叹 恐托付不效 以伤先帝之明,1
651,将欲求托高义 世为亲戚,1
652,一天里边 一座宫殿中间 气候却不一样,0
653,廊腰缦回 檐牙高啄,1
654,递相模学 犹屋下架屋 床上施床耳,1
655,于是项伯复夜去 至军中 具以沛公言报项王 因言曰,1
656,于是太子预求天下之利匕首,1
657,望年观貌 不择是非 至有结父为兄 托子为弟者,1
658,亦事势使之然也,1
659,如果下令削减他们的封地,0
660,廿二日天稍和 偕数友出东直 至满井,1
661,宁少而丧母 不识形象 常特加觞 泫然流涕,1
662,这些都是您的东西不是我们的东西,0
663,偏傍之书 死有归杀,1
664,西渡之后 全都封好退还给了公孙氏,0
665,今将军属风云之际为义众所归权镇万物,1
666,燕地寒 花朝节后 余寒犹厉,1
667,私见张良 具告以事,1
668,余曰 姑置具,1
669,又闻有早行者 见山上人烟市肆 与世无别,1
670,又不能因为祸乱还没出现就放松警惕了,0
671,且秦强而赵弱 大王遣一介之使至赵 赵立奉璧来,1
672,朝拜而不道 夕斥之矣 夕受而不法 朝斥之矣,1
673,然而成败异变 功业相反,1
674,众鸡闻而曹奔于粟 既来而皆恶截冠雄鸡,1
675,适逢永州刺史崔公来 说话信实 行事正直,0
676,刘邦捧上一杯酒向项伯祝酒,0
677,清音宛转 如诉如慕 坐客听下 不觉泪下,1
678,见和别人谈话 讲到自己的伯父 用排行来称呼 不说 家,0
679,文坛领袖孟学士 文章的气势像腾起的蛟龙 飞舞的彩凤,0
680,以游无穷者 彼且恶乎待哉,1
681,还有 张公曾对我说,0
682,花像白蔷薇 种子像棕榈,0
683,刘邦大惊 这件事怎么办,0
684,梦也 传之非其真也 东野之书 耿兰之报 何为而在吾侧也,1
685,孔子说,0
686,下视其辙 登轼而望之 曰 可矣,1
687,鲁其亡乎 使僮子备官而未之闻耶 居 吾语女,1
688,赵予璧而秦不予赵城 曲在秦,1
689,另一方面不能解决疑惑,0
690,推其年数 盖亦俱不减百岁,1
691,时常有小船来来往往 像蝇头小字,0
692,对这种体裁有所改革 那才是我所盼望的,0
693,山东豪俊遂并起而亡秦族矣,1
694,始见台阁相向 门户千万,1
695,其实皆以为善 为之不知其义,1
696,俄有武夫出于波问 再拜请曰,1
697,希望使后来的人知道不要废弃前人的功业,0
698,收便忿怒 都不复言 取 韦玄成传 掷之而起,1
699,履至尊而制六合 执敲朴以鞭笞天下 威振四海,1
700,李知县说 我是万里之外的云南人 离开母亲到京师谋差使,0
701,环滁皆山也,1
702,当此时也 也非无深谋远虑知化之士也,1
703,夫难平者 事也,1
704,遂并江东 此臣之未解二也,1
705,只是不愿意使他因受责骂训斥而神色沮丧,0
706,二十以外 所诵经书 一月废置 便至荒芜矣,1
707,箪瓢屡空 晏如也,1
708,这就又出现了比方伯 连帅威德更大的人,0
709,众宾团坐,1
710,左右摆满了器用玩物 从容地出入,0
711,读老子日百遍 以义理业尚知名,1
712,徐文远每天都到书店去翻阅书籍,0
713,秦王竟酒 终不能加胜于赵,1
714,诚宜开张圣听 以光先帝遗德 恢弘志士之气,1
715,岂不盛哉 岂不快哉,1
716,盘之中 维子之宫,1
717,想献给项王 一双玉斗 想送给亚父,0
718,当是时 项羽兵四十万,1
719,秦御史前书曰 某年月日 秦王与赵王会饮 令赵王鼓瑟,1
720,也有投笔从戎的志向,0
721,凡是在这种情况下应该有的声音 没有一样没有的,0
722,穿给罗的挤满官署 替儿子乞求官职,0
723,计莫如毋西兵 使使北徇燕地以自广也,1
724,于是有诸侯之列 则其争又有大者焉,1
725,积水消尽 潭水清澈,0
726,以其无礼于晋 且贰于楚也,1
727,礼节更加周到 不敢说一个字反驳,0
728,必定有所图谋,0
729,洞庭湖是沅江 湘江等九条河流汇集而成,0
730,于是山东诸侯并起 豪俊相立,1
731,以篾织 方眼如圃 人土罗阔二赤 以列茶也,1
732,追亡逐北 伏尸百万 流血漂橹,1
733,形成坚固防御 是个四面都有险要关塞的国家,0
734,然而公不见信于人 私不见助于友,1
735,今者有小人之言,1
736,亚父接过玉斗 放在地上 拔出剑来敲碎了它 说,0
737,私下打算逃亡到燕国去 我的门客相如劝阻我不要去,0
738,乐记 是用来激发和穆的感情的,0
739,总兵官马岱拜见罗彦说,0
740,三司使楚昭辅害怕 到太宗那儿请求免罪 使他得以竭尽全力,0
741,这就会使人夸耀才能,0
742,孝公既没 惠文 武 昭襄蒙故业,1
743,近代嫁娶 就有接受财礼出卖女儿的,0
744,凡人不能教子女者 亦非欲陷其罪恶,1
745,相如回头来招呼赵国史官写道,0
746,梁世谢举 甚有声誉 闻讳必哭 为世所讥,1
747,农人告余以春及 将有事于西畴,1
748,经历了夏 殷 周一千多年 孔子编辑整合选择提炼,0
749,河曲智叟无话可答,0
750,州使取汝者始行吾又罢去汝又不果来,1
751,男女的穿着打扮和外面的人都一样,0
752,群鸡嫉妒它 尚且不愿与它做伴,0
753,强盛的时候 禁止残暴诛讨叛乱 天下服从,0
754,知而不争 不可谓忠,1
755,夫物不受变 则材不成 人不涉难 则智不明,1
756,这些人都是忠贞诚实 能够以死报国的忠臣,0
757,也不能说出其中的一个地方来啊,0
758,因此圣人就更加圣明 愚人就更加愚昧,0
759,郡邑不得正其制 守宰不得行其理,1
760,今人有大功而击之 不义也,1
761,罗彦说 可以,0
762,自行处理 不必请示,0
763,有的要一直到子孙后代才能表现出来,0
764,狼自苫中探爪入,1
765,用此致卿相者多矣,1
766,就无法知道了,0
767,人类在他的原始阶段跟万物一起生存,0
768,有一天 我看见两只小虫在草间相斗,0
769,朝济而夕设版焉 君之所知也,1
770,学问有利钝 文章有巧拙,1
771,既然已经遇到了钟子期 就弹奏一曲流水又有什么羞愧呢,0
772,囊括四海之意 并吞八荒之心,1
773,向者词述疏狂 妄突高明,1
774,蹑足行伍之间,1
775,成为博士专掌经学传授的学官吗,0
776,即使到了宋元两朝 颜氏族人也仍然入仕不断,0
777,夫虽仁义而妇要欺侮 那就是天生的凶恶之人,0
778,等到过岐州之时 朱泚执意赠送大绫三百匹,0
779,郡守 县令不能很好地治理人民,0
780,亮躬耕陇亩 好为梁父吟,1
781,洎钱塘季父论亲不从 遂至睽违,1
782,鲁庄公说 衣食这一类养生的东西,0
783,它从骊山向北建筑 再往西转弯 一直走向咸阳,0
784,郊祭的各种谷物及器皿,0
785,落索阿始餐,0
786,郡命主簿 州辟从事史 西曹主簿,1
787,罗彦少年时随父在边塞 熟悉军事,0
788,国无九年之蓄曰不足 尔不素计而使仓储垂尽,1
789,用来贯串制好的茶饼,0
790,吾所以为此者 以先国家之急而后私仇也,1
791,赖明君子信义昭彰 致达远冤,1
792,有良将指挥各国的军队,0
793,现在邠地邪恶之人用财物行贿,0
794,太尉于是开导他们说,0
795,左传 的文辞铺张夸饰,0
796,骑着大马 喝着美酒 吃着美食的人,0
797,须臾 红烟蔽其左 紫气舒其右 香气环旋 入于宫中,1
798,也很众多了 这在江南被称为 伶痴符,0
799,可以责令他们按规定期限办妥,0
800,莫不耕田养马 以此现之 安可不自勉耶,1
801,直接开后世 家训 的先河,0
802,出居别宫 目不邪视,1
803,普通人不能教育好子女,0
804,只怕先帝托付给我的大任不能实现,0
805,但是还没表现出祸乱,0
806,和项伯约定结为儿女亲家,0
807,宅心史集 或求详累帙,1
808,议论得失 蒙然张口 如坐云雾,1
809,荆有长松文梓楩楠豫章 宋无长木,1
810,为天子牧小民不倦 惟尔张公,1
811,重视远处的而轻视身边的,0
812,吕后微时 尝字高祖为季,1
813,作为大臣和儿子的不懂得 春秋 中的道理,0
814,罗彦见流贼入城 急忙回家,0
815,家境贫寒无法维持自己的生活,0
816,哙即带剑拥盾入军门,1
817,故曰 臣弑君 子弑父,1
818,凡讲到姑 姊妹 女儿 已经出嫁的就用丈夫的姓来称呼,0
819,孔子的时代 国家没有英明的国君,0
820,吾善其称名焉,1
821,夫诗 所以动天地 感鬼神 厚人伦 移风俗也,1
822,然臣之弟子禽滑厘等三百人,1
823,正当辅佐君子 助其不足,1
824,犹贤于傅婢 寡妻耳,1
825,为天下当大难之冲 而制吴楚之命,1
826,天下之患 最不可为者,1
827,以告诫子孙的著作,0
828,而倔起阡陌之中 率疲弊之卒 将数百之众,1
829,朝而往 暮而归 四时之景不同 而乐亦无穷也,1
830,且壮士不死即已 死即举大名耳,1
831,瘠土之民 莫不向义 劳也,1
832,今事有急 故幸来告良,1
833,再也没有高山阻隔了,0
834,此 贵主还宫乐,1
835,以验贪廉愚智 名之为试儿,1
836,叶如栀子 花如白蔷薇 实如栟榈 蒂如丁香 根如胡桃,1
837,我感激不尽,0
838,灶无用突者 釜用唇口者,1
839,不然者 是为泾陵之土矣,1
840,倚南窗以寄傲 审容膝之易安,1
841,则假手赋诗 当尔之时 亦快士也,1
842,便加教诲 使为则为,1
843,饥冻虽切 违己交病,1
844,手持十幅大彩旗 争先鼓勇 溯迎而上,1
845,孝元尝遣典签惠编送文章示萧祭酒,1
846,天下治平 无故而发大难之端 吾发之,1
847,之省,1
848,公宴其僚 伐鼓渊渊,1
849,由此类推 直推到九族,0
850,项王则受璧 置之坐上,1
851,梁孝元前在荆州 有丁觇者,1
852,还不能多封爵诸侯,0
853,杀郡守劫县令的事情在各地同时发生,0
854,父利其然也 日扳仲永环谒于邑人 不使学,1
855,以致于堵塞人们忠心地进行规劝的言路,0
856,况臣才弱 而欲以不危而定之 此臣之未解三也,1
857,其善者少 不善者多 桀纣盗跖也,1
858,仆自贞元十五年 见足下之文章 蓄之者盖六七年未尝言,1
859,任用李服而李服图之 委任夏侯而夏侯败亡,1
860,先达德隆望尊 门人弟子填其室 未尝稍降辞色,1
861,曰 不可 直不百步耳 是亦走也,1
862,二亲既殁 兄弟相顾 当如形之与影,1
863,乃相与觐洞庭,1
864,这样施行教化就比较容易,0
865,无不熏衣剃面 傅粉施朱,1
866,与其有誉于前 孰若无毁于其后,1
867,然后先帝东连吴越 西取巴蜀 举兵北征,1
868,孟母又曰 此非吾所以处吾子也,1
869,又渐渐地像座高房子,0
870,夙为姻好 何以为忆,1
871,至于负者歌于途 行者休于树 前者呼 后者应,1
872,江东妇女 略无交游 其婚姻之家,1
873,一定会因为阴谋篡位和杀害君父而被诛杀,0
874,舟遥遥以轻飏 风飘飘而吹衣,1
875,高高地插入青天,0
876,飞翘的殿檐 人们这才明白是出现山市,0
877,因此有很多人都愿意把书借给我 于是我能够遍观群书,0
878,饿其体肤 空乏其身 行拂乱其所为,1
879,用木板来做水门 根据水量的大小来关闭或开放水门,0
880,快乐过后想到会把它忘记,0
881,相如说 大王如果无人可派 臣愿捧护宝璧前往出使,0
882,臣等身为谏官 非常担忧害怕,0
883,聚集亲属姑舅姨等表亲 招待宴请,0
884,穿 江东淮南剖竹为之,1
885,为什么要到这里来呢,0
886,萧子云问道,0
887,历于宣王 挟中兴复古之德 雄南征北伐之威,1
888,请让我给秦王捧上盆 来相互为乐,0
889,各个群的首领又去听从他的命令,0
890,过蒙拔擢 宠命优渥 岂敢盘桓 有所希冀,1
891,有稻有稉 豚蹄鸭鸡 伛偻提携 造于县门,1
892,那么我也不能悲痛多少时间了,0
893,吾射不亦精乎 翁曰 无他 但手熟尔,1
894,最初 山洞很狭窄 只容一个人通过,0
895,有像街巷一样的,0
896,世与我而相违 复驾言兮焉求,1
897,与其不孙也 宁固,1
898,将还玩吴国于股掌之上 以得其志,1
899,副元帅固负若属耶 奈何欲以乱败郭氏,1
900,而家人妻子 反不免饥寒,0
901,没有起云 为什么有龙,0
902,射则不能穿札 笔则才记姓名 饱食醉酒,1
903,却不知道太守以游人的快乐为快乐啊,0
904,决不是偶尔这样做,0
905,宗庙的祭祀也不会断绝,0
906,而绳之以绳盗贼之法,1
907,以充栋梁 桷杙 轮舆 輹辐 巨细强弱,1
908,所以就听了他的话,0
909,且负甲为兵 咋笔为吏,1
910,自然相似 何况人家的操行技能,0
911,张良进去道歉 说 刘邦禁受不起酒力 不能当面告辞,0
912,非死则徙尔,1
913,寻程氏妹丧于武昌 情在骏奔 自免去职,1
914,非我也 岁也,1
915,余幼时即嗜学,1
916,莫不病焉 况所谓蒹葭者乎,1
917,听完 他们都感叹惋惜,0
918,学之经莫速乎好其人 隆礼次之,1
919,犹蒙矜育 况臣孤苦 特为尤甚,1
920,必痛之而后畏 由是君长刑政生焉,1
921,止于猎获白麟的元狩元年 而从黄帝开始,0
922,居住在沃土之地的百姓劳动水平不高 是因为过度享乐啊,0
923,凛然大节震烁千古 以身殉国的颜杲卿等人,0
924,我比不上曾参 我的儿子比不上曾华 曾元,0
925,五百年出一位贤人 还密得像肩碰肩,0
926,方其人之习君子之说 则尊以遍矣 周于世矣,1
927,等到他高兴了 则又去请教,0
928,虽未为宰相 任寄不异也,1
929,屠户于是奔向麦场 倚靠在柴草堆下 卸下担子拿着刀,0
930,只有你们的张公,0
931,然时称道于行列 犹有顾视而窃笑者,1
932,俗话说 前事不忘 后事之师,0
933,茶之半干升下棚 全干升上棚,1
934,曰 吾令贤 不忍其去故也,1
935,人都快饿死了,0
936,君王舍甲兵之威以临使之,1
937,遂负之以归,1
938,魏帝著 论 称 文章经国之大业,1
939,采不时 造不精 杂以卉 莽饮之成疾 茶为累也,1
940,这样附近的人就聚结成群,0
